,idx,title,author,ban_info
143,144,"Kings, Queens, and In-Betweens","Boteju, Tanya","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
144,145,"Allies: Real Talk About Showing Up, Screwing Up, And Trying Again","Bourne, Shakirah","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
145,146,The Witch Owl Parliament (Clockwork Curandera Series),"Bowles, David","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
146,147,Summer Bird Blue,"Bowman, Akemi Dawn","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
147,148,Will,"Boyd, Maria","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
148,149,The Benefits of Being an Octopus,"Braden, Ann","Banned in Libraries, Mississippi, Madison County Schools, April 2022, Administrator; "
149,150,"Ziggy, Stardust and Me","Brandon, James","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
150,151,"Daddy, There's A Noise Outside","Braswell, Kenneth","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
151,152,Protest Movements: Then and Now,"Braun, Eric","Banned in Libraries and Classrooms, Wisconsin, School District of Cadott Community, March 2022, Formal Challenge; "
152,153,Lair of Dreams (The Diviners Series),"Bray, Libba","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
153,154,Into the Real,"Brewer, Z","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
154,155,This Is Your Time,"Bridges, Ruby","Banned in Libraries, Texas, Katy Independent School District, January 2022, Administrator; Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
155,156,Black Rabbit Summer,"Brooks, Kevin","Banned Pending Investigation, Texas, Granbury Independent School District, January 2022, Administrator; Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
156,157,Imani's Moon,"Brown-Wood, JaNay","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
157,158,Who Is Malala Yousafzai? (Who was...? Series),"Brown, Dinah","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
158,159,Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,"Brown, Echo","Banned in Libraries, Florida, Indian River County School District, November 2021, Administrator; Banned Pending Investigation, Kansas, Goddard Public Schools, November 2021, Administrator; Banned in Libraries, Missouri, Nixa Public Schools, February 2022, Formal Challenge; "
159,160,The Key to You and Me,"Brown, Jaye Robin","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
160,161,The Meaning of Birds,"Brown, Jaye Robin","Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
161,162,Lola Levine and the Ballet Scheme (Lola Levine Series),"Brown, Monica","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
162,163,Lola Levine and the Halloween Scream (Lola Levine Series),"Brown, Monica","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
163,164,Lola Levine and the Vacation Dream (Lola Levine Series),"Brown, Monica","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
164,165,Lola Levine Is Not Mean! (Lola Levine Series),"Brown, Monica","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
165,166,Lola Levine Meets Jelly and Bean (Lola Levine Series),"Brown, Monica","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
166,167,Lola Levine: Drama Queen (Lola Levine Series),"Brown, Monica","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
167,168,Marisol McDonald Doesn't Match (Marisol McDonald Series),"Brown, Monica","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
168,169,My Name Is Celia: The Life Of Celia Cruz / Me Llamo Celia: La Vida de Celia Cruz,"Brown, Monica","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
169,170,"Pele, King of Soccer/Pele, El rey del futbol: Bilingual Spanish-English","Brown, Monica","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
170,171,"Tito Puente, Mambo King/Tito Puente, Rey del Mambo","Brown, Monica","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
171,172,The Truth about Keeping Secrets,"Brown, Savannah","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
172,173,Around Our Way on Neighbors' Day,"Brown, Tameka Fryer","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
173,174,Crazy Horse's Vision,"Bruchac, Joseph","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
174,175,Eagle Song,"Bruchac, Joseph","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
175,176,Squanto's Journey: The Story of the First Thanksgiving,"Bruchac, Joseph","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
176,177,The First Strawberries,"Bruchac, Joseph","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
177,178,Thirteen Moons on Turtle's Back: A Native American Year of Moons,"Bruchac, Joseph","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
178,179,Two Roads,"Bruchac, Joseph","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
179,180,Love Is for Losers,"Brueggemann, Wibke","Banned Pending Investigation, Tennessee, Collierville Schools, February 2022, Administrator; "
180,181,Alex As Well,"Brugman, Alyssa","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
181,182,A Splash of Red: The Life and Art of Horace Pippin,"Bryant, Jen","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
182,183,101 Questions About Reproduction: Or How 1 + 1 = 3 or 4 or More,"Brynie, Faith Hickman","Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
183,184,"101 Questions About Sex and Sexuality: With Answers for the Curious, Cautious, and Confused","Brynie, Faith Hickman","Banned in Libraries, Texas, North East Independent School District, December 2021, Administrator; "
184,185,Who Are Venus and Serena Williams? (What was...? Series),"Buckley Jr., James","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
185,186,Who Was Jesse Owens? (Who was...? Series),"Buckley Jr., James","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
186,187,Eagle Feather,"Bulla, Clyde Robert","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
187,188,Zenobia July,"Bunker, Lisa","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
188,189,A Day's Work,"Bunting, Eve","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; "
189,190,One Green Apple,"Bunting, Eve","Banned Pending Investigation, Florida, Duval County Public Schools, January 2022, Administrator; Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
190,191,Smoky Night,"Bunting, Eve","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
191,192,The Vast Fields of Ordinary,"Burd, Nick","Banned Pending Investigation, Texas, North East Independent School District, December 2021, Administrator; "
192,193,How to Be Ace: A Memoir of Growing Up Asexual,"Burgess, Rebecca","Banned Pending Investigation, Vermont, Canaan Schools, March 2022, Formal Challenge; "
193,194,King & Kayla and the Case of Found Fred (King & Kayla Series),"Butler, Dori Hillestad","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
194,195,King & Kayla and the Case of the Gold Ring (King & Kayla Series),"Butler, Dori Hillestad","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
195,196,King & Kayla and the Case of the Lost Library Book (King & Kayla Series),"Butler, Dori Hillestad","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
196,197,King & Kayla and the Case of the Lost Tooth (King & Kayla Series),"Butler, Dori Hillestad","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
197,198,King & Kayla and the Case of the Missing Dog Treats (King & Kayla Series),"Butler, Dori Hillestad","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
198,199,King & Kayla and the Case of the Mysterious Mouse (King & Kayla Series),"Butler, Dori Hillestad","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
199,200,King & Kayla and the Case of the Secret Code (King & Kayla Series),"Butler, Dori Hillestad","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
200,201,King & Kayla and the Case of the Unhappy Neighbor (King & Kayla Series),"Butler, Dori Hillestad","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
201,202,I Am Enough,"Byers, Grace","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
202,203,I'm a Pretty Little Black Girl!,"Bynum, Betty K.","Banned in Classrooms, Pennsylvania, Central York School District, August 2021, Administrator; "
203,204,Ready or Not (All-American Girl Series),"Cabot, Meg","Banned in Libraries, Florida, Indian River County School District, November 2021, Administrator; "
